price,model,energy,gear_box,kilometers,year,zip_code,cylinder,horsepower,picture,origin,firstCirculationDate,technicalControl,firstHand,owners,externalColor,internalColor,doors,seats,length,trunkVolumeRange,ratedHorsePower,pollutionNorm,critAir,co2,page
12 360 €,PEUGEOT 108,Essence,Manuelle,52 319 km,2019,23 ‌,1,72,https://image-annonce.lacentrale.fr/480x369/E112289623_STANDARD_0.jpg?version=1683887176,France,25/10/2019,Non requis,Oui,,Gris,Noir,5,4,3,48 m,Moyen Coffre,4 CV,EURO6,1,A,327
21 190 €,VOLKSWAGEN GOLF VII,Diesel,Automatique,153 017 km,2016,23 ‌,2,184,https://image-annonce.lacentrale.fr/480x369/E112289612_STANDARD_0.jpg?version=1683895267,France,05/07/2016,Requis,Non,2,Gris,Noir,5,5,4,27 m,Grand coffre,10 CV,EURO6,2,C,327
25 080 €,VOLKSWAGEN TOURAN III,Diesel,Automatique,103 268 km,2021,45 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112289603_STANDARD_0.jpg?version=1683896399,France,03/12/2021,Non requis,Oui,,BLEU FONCE,Noir,5,7,4,53 m,Petit coffre,8 CV,EURO6,2,B,327
48 250 €,AUDI A5 SPORTBACK II phase 2,Diesel,Automatique,34 071 km,2021,23 ‌,2,163,https://image-annonce.lacentrale.fr/480x369/E112289616_STANDARD_0.jpg?version=1683888570,France,22/05/2021,Non requis,Non,3,GRISE,TISSU FONCE,5,5,4,76 m,Grand coffre,9 CV,EURO6,2,A,327
28 470 €,MERCEDES CLASSE B III,Diesel,Automatique,53 354 km,2020,23 ‌,1.5,180,https://image-annonce.lacentrale.fr/480x369/E112289608_STANDARD_0.jpg?version=1683895980,France,21/03/2020,Non requis,Non,2,NOIRE,TISSU FONCE,5,5,4,42 m,Moyen Coffre,6 CV,EURO6,2,A,327
23 270 €,VOLKSWAGEN TIGUAN II,Diesel,Manuelle,170 616 km,2017,23 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112289615_STANDARD_0.jpg?version=1683880715,France,28/07/2017,Requis,Non,3,NOIR,Noir,5,5,4,49 m,Moyen Coffre,8 CV,EURO6,2,C,327
24 360 €,VOLKSWAGEN POLO VI phase 2,Essence,Manuelle,106 km,2024,36 ‌,1,95,https://image-annonce.lacentrale.fr/480x369/E112289604_STANDARD_0.jpg?version=1683894913,France,26/04/2024,Non requis,Oui,,GRIS CENDRE,TISSU LIFE 'SLASH',5,5,4,07 m,Grand coffre,5 CV,EURO6,1,B,327
34 950 €,VOLKSWAGEN T-ROC,Essence,Automatique,14 568 km,2022,36 ‌,1.5,150,https://image-annonce.lacentrale.fr/480x369/E112289598_STANDARD_0.jpg?version=1683885207,France,22/01/2023,Non requis,Oui,,WHITE SILVER METAL,SELLERIE ACTIVE,5,5,4,23 m,Moyen Coffre,8 CV,EURO6,1,D,327
24 780 €,BMW X3 F25 phase 2,Diesel,Manuelle,172 428 km,2016,23 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112289622_STANDARD_0.jpg?version=1683884271,France,05/06/2016,Requis,Non,2,BLANC,Noir,5,5,4,66 m,Moyen Coffre,8 CV,EURO6,2,C,327
28 390 €,FORD PUMA II,Essence,Manuelle,3 083 km,2023,23 ‌,1,125,https://image-annonce.lacentrale.fr/480x369/E112289613_STANDARD_0.jpg?version=1683888086,France,04/06/2023,Non requis,Oui,,Bleu,Noir,5,5,4,19 m,Moyen Coffre,6 CV,EURO6,1,C,327
17 420 €,PEUGEOT 2008 phase 2,Essence,Manuelle,82 920 km,2019,23 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/E112289607_STANDARD_0.jpg?version=1683887521,France,22/04/2019,Requis,Non,2,Rouge,Noir,5,5,4,16 m,Moyen Coffre,5 CV,EURO6,1,B,327
31 210 €,DS 3 CROSSBACK,Électrique,Automatique,69 708 km,2021,59 ‌,50,136,https://image-annonce.lacentrale.fr/480x369/E112288696_STANDARD_0.jpg?version=1683897490,France,06/09/2021,Non requis,Non,,Cristal Pearl (M) - Toit Noir Perla Nera,,5,5,4,12 m,Petit coffre,4 CV,EURO6,0,A,328
5 170 €,FORD FIESTA V,Diesel,Manuelle,166 450 km,2010,88 ‌,1.6,90,https://image-annonce.lacentrale.fr/480x369/E112288808_STANDARD_0.jpg?version=1683886492,France,20/11/2010,Requis,Non,,GRIS C,,5,5,3,95 m,Grand coffre,4 CV,EURO4,3,A,328
20 370 €,MITSUBISHI PAJERO III,Diesel,Manuelle,115 046 km,2006,43 ‌,2.5,116,https://image-annonce.lacentrale.fr/480x369/E112286701_STANDARD_0.jpg?version=1683881644,France,21/10/2006,Requis,Non,2,gris,gris,3,5,4,85 m,Petit coffre,9 CV,EURO2,5,G,328
13 450 €,RENAULT CLIO IV phase 2,Diesel,Manuelle,49 667 km,2020,95 ‌,1.5,90,https://image-annonce.lacentrale.fr/480x369/E112286591_STANDARD_0.jpg?version=1683882438,France,27/06/2020,Non requis,Non,2,gris,,5,5,4,06 m,Grand coffre,5 CV,EURO6,2,B,328
13 060 €,DACIA SANDERO II STEPWAY,Diesel,Manuelle,45 204 km,2017,11 ‌,1.5,90,https://image-annonce.lacentrale.fr/480x369/E112286856_STANDARD_0.jpg?version=1683890683,France,08/11/2017,Requis,Oui,,Rouge,HARM01,5,5,4,08 m,Grand coffre,4 CV,EURO6,2,A,328
15 660 €,RENAULT CAPTUR phase 2,Diesel,Manuelle,88 627 km,2018,11 ‌,1.5,110,https://image-annonce.lacentrale.fr/480x369/E112286859_STANDARD_0.jpg?version=1683888811,France,30/11/2018,Requis,Non,3,Blanc,DRAP,5,5,4,12 m,Moyen Coffre,5 CV,EURO6,2,A,328
42 650 €,OPEL ASTRA VI,Diesel,Automatique,6 100 km,2024,45 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112288654_STANDARD_0.jpg?version=1683880247,France,16/05/2024,Non requis,Oui,,NOIR KARBON,,5,5,4,37 m,Grand coffre,7 CV,EURO6,2,C,328
45 490 €,ALFA ROMEO TONALE,Essence,Automatique,5 550 km,2024,69 ‌,1.5,160,https://image-annonce.lacentrale.fr/480x369/E112286963_STANDARD_0.jpg?version=1683895980,France,13/07/2024,Non requis,Oui,,Bleu,,5,5,4,53 m,Moyen Coffre,8 CV,EURO6,1,C,328
57 130 €,MERCEDES CLA II SHOOTING BRAKE,Diesel,Automatique,9 720 km,2024,49 ‌,2,200,https://image-annonce.lacentrale.fr/480x369/E112288766_STANDARD_0.jpg?version=1683888086,France,22/06/2024,Non requis,Oui,,Noir cosmos métallisé,,5,5,4,69 m,Moyen Coffre,8 CV,EURO6,2,C,328
29 950 €,RENAULT ARKANA,Hybrides,Automatique,39 875 km,2022,59 ‌,1.6,145,https://image-annonce.lacentrale.fr/480x369/E112288706_STANDARD_0.jpg?version=1683889053,France,28/03/2022,Non requis,Non,,Bleu,,5,5,4,57 m,Moyen Coffre,5 CV,EURO6,1,,328
31 080 €,BMW SERIE 5 G30,Diesel,Automatique,147 012 km,2019,56 ‌,2,520,https://image-annonce.lacentrale.fr/480x369/E112288547_STANDARD_0.jpg?version=1683880011,France,11/08/2019,Non requis,Non,,Noir,,4,5,4,94 m,Grand coffre,10 CV,EURO6,2,B,328
31 280 €,OPEL ASTRA VI,Essence,Manuelle,5 500 km,2024,45 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/E112288642_STANDARD_0.jpg?version=1683881856,France,04/11/2024,Non requis,Non,,BLANC ARKTIS,,5,5,4,37 m,Grand coffre,6 CV,EURO6,1,C,328
18 970 €,CITROEN C3 AIRCROSS,Essence,Automatique,22 207 km,2019,45 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/E112288680_STANDARD_0.jpg?version=1683897368,France,29/12/2019,Non requis,Non,,GRIS,,5,5,4,15 m,Moyen Coffre,6 CV,EURO6,1,C,328
14 500 €,CITROEN C4 PICASSO II,Diesel,Manuelle,132 894 km,2015,62 ‌,1.6,92,https://image-annonce.lacentrale.fr/480x369/E112288674_STANDARD_0.jpg?version=1683877184,France,30/09/2015,Requis,Non,,Bleu Kyanos,,5,5,4,43 m,Moyen Coffre,5 CV,EURO5,2,B,328
20 980 €,TOYOTA RAV 4 IV,Diesel,Manuelle,72 529 km,2015,62 ‌,2,124,https://image-annonce.lacentrale.fr/480x369/E112288652_STANDARD_0.jpg?version=1683897830,France,31/10/2015,Requis,Oui,,BLANC,,5,5,4,57 m,Moyen Coffre,7 CV,EURO5,2,C,328
48 610 €,VOLKSWAGEN PASSAT VIII SW phase 2,Diesel,Automatique,25 261 km,2023,44 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112288510_STANDARD_0.jpg?version=1683886744,France,09/09/2023,Non requis,Non,,BLEU LAPIZ,,5,5,4,77 m,Grand coffre,8 CV,EURO6,2,C,328
19 780 €,PEUGEOT 208 II,Essence,Manuelle,13 613 km,2021,62 ‌,1.2,100,https://image-annonce.lacentrale.fr/480x369/E112288681_STANDARD_0.jpg?version=1683881466,France,21/03/2021,Non requis,Non,,Gris Artense,,5,5,4,05 m,Grand coffre,5 CV,EURO6,1,C,329
14 500 €,CITROEN C4 PICASSO II,Diesel,Manuelle,132 894 km,2015,62 ‌,1.6,92,https://image-annonce.lacentrale.fr/480x369/E112288674_STANDARD_0.jpg?version=1683877184,France,30/09/2015,Requis,Non,,Bleu Kyanos,,5,5,4,43 m,Moyen Coffre,5 CV,EURO5,2,B,329
82 680 €,MERCEDES CLASSE C V SW,Diesel,Automatique,10 800 km,2024,49 ‌,2,220,https://image-annonce.lacentrale.fr/480x369/E112288757_STANDARD_0.jpg?version=1683877953,France,05/05/2024,Non requis,Oui,,Bleu cavansite métallisé,,5,5,4,79 m,Moyen Coffre,11 CV,EURO6,2,C,329
26 380 €,PEUGEOT 2008 II,Essence,Manuelle,35 743 km,2021,59 ‌,1.2,130,https://image-annonce.lacentrale.fr/480x369/E112288820_STANDARD_0.jpg?version=1683882468,France,26/07/2021,Non requis,Non,,Blanc banquise (O),,5,5,4,30 m,Moyen Coffre,7 CV,EURO6,1,C,329
86 750 €,MERCEDES CLASSE C V SW,Diesel,Automatique,10 710 km,2024,49 ‌,2,220,https://image-annonce.lacentrale.fr/480x369/E112288756_STANDARD_0.jpg?version=1683884272,France,21/03/2024,Non requis,Oui,,Gris graphite métallisé,,5,5,4,79 m,Moyen Coffre,11 CV,EURO6,2,C,329
18 280 €,PEUGEOT 2008 phase 2,Diesel,Manuelle,72 549 km,2020,62 ‌,1.5,100,https://image-annonce.lacentrale.fr/480x369/E112288675_STANDARD_0.jpg?version=1683896190,France,12/02/2020,Non requis,Non,,P. m. noir perla nera,,5,5,4,16 m,Moyen Coffre,5 CV,EURO6,2,A,329
15 880 €,OPEL CORSA VI,Essence,Manuelle,19 778 km,2021,45 ‌,1.2,75,https://image-annonce.lacentrale.fr/480x369/E112288690_STANDARD_0.jpg?version=1683885799,France,27/04/2021,Non requis,Oui,,BLEU VOLTAIC,,5,5,4,06 m,Grand coffre,4 CV,EURO6,1,C,329
20 370 €,MITSUBISHI PAJERO III,Diesel,Manuelle,115 046 km,2006,43 ‌,2.5,116,https://image-annonce.lacentrale.fr/480x369/E112286701_STANDARD_0.jpg?version=1683881644,France,21/10/2006,Requis,Non,2,gris,gris,3,5,4,85 m,Petit coffre,9 CV,EURO2,5,G,329
18 680 €,PEUGEOT 208 II,Diesel,Manuelle,16 801 km,2022,59 ‌,1.5,100,https://image-annonce.lacentrale.fr/480x369/E112288684_STANDARD_0.jpg?version=1683895749,France,20/04/2022,Non requis,Oui,,Gris Artense,,5,5,4,05 m,Grand coffre,5 CV,EURO6,2,B,329
28 580 €,SKODA OCTAVIA IV SCOUT,Diesel,Automatique,51 407 km,2020,02 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112288768_STANDARD_0.jpg?version=1683883500,France,29/04/2020,Non requis,Non,2,Blanc,Marron,5,5,4,69 m,Grand coffre,8 CV,EURO6,2,C,329
18 970 €,CITROEN C3 AIRCROSS,Essence,Automatique,22 207 km,2019,45 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/E112288680_STANDARD_0.jpg?version=1683897368,France,29/12/2019,Non requis,Non,,GRIS,,5,5,4,15 m,Moyen Coffre,6 CV,EURO6,1,C,329
6 030 €,TOYOTA AYGO phase 2,Essence,Automatique,117 612 km,2013,39 ‌,1,68,https://image-annonce.lacentrale.fr/480x369/E112289640_STANDARD_0.jpg?version=1683882438,France,28/04/2013,Requis,Non,3,gris,Orange,5,4,3,42 m,Moyen Coffre,4 CV,EURO5,1,B,329
45 990 €,MERCEDES CLASSE C IV phase 2,,Automatique,29 505 km,2020,14 ‌,2,317,https://image-annonce.lacentrale.fr/480x369/B102361790_STANDARD_0.jpg?version=1683876931,France,24/04/2020,Non requis,Non,3,gris foncé verni,cuir/alcantara noir,4,5,4,69 m,Moyen Coffre,9 CV,EURO6,1,A,329
57 130 €,MERCEDES CLA II SHOOTING BRAKE,Diesel,Automatique,9 720 km,2024,49 ‌,2,200,https://image-annonce.lacentrale.fr/480x369/E112288766_STANDARD_0.jpg?version=1683888086,France,23/03/2023,Non requis,Oui,,Noir cosmos métallisé,,5,5,4,69 m,Moyen Coffre,8 CV,EURO6,2,C,329
23 780 €,BMW X1 F48,Diesel,Manuelle,87 346 km,2017,60 ‌,1.5,116,https://image-annonce.lacentrale.fr/480x369/E112286152_STANDARD_0.jpg?version=1683882869,France,13/12/2017,Requis,Non,1,blanc,,5,5,4,44 m,Moyen Coffre,6 CV,EURO6,2,B,329
29 910 €,TOYOTA YARIS CROSS,Hybrides,Automatique,16 762 km,2023,19 ‌,1.5,116,https://image-annonce.lacentrale.fr/480x369/E112285676_STANDARD_0.jpg?version=1683901906,France,15/02/2022,Non requis,Oui,,bleu,,5,5,4,17 m,Moyen Coffre,5 CV,EURO6,1,B,329
20 040 €,SEAT ARONA,Essence,Automatique,62 720 km,2020,01 ‌,1,115,https://image-annonce.lacentrale.fr/480x369/B102361881_STANDARD_0.jpg?version=1683879400,France,10/03/2020,Non requis,Oui,,rouge metal,tissu gris,5,5,4,14 m,Moyen Coffre,6 CV,EURO6,1,B,330
30 210 €,CITROEN C4 (3E GENERATION),Essence,Automatique,11 km,2024,88 ‌,130,130,https://image-annonce.lacentrale.fr/480x369/E112290425_STANDARD_0.jpg?version=1683899178,Importé,30/12/2024,Non requis,Non,,gris,,5,,,,7 CV,,Euro 1 et avant,C,330
12 290 €,MERCEDES SLK,Essence,Automatique,93 968 km,2000,78 ‌,2,200,https://image-annonce.lacentrale.fr/480x369/W102662538_STANDARD_0.jpg?version=1683876558,Importé,18/06/2000,Requis,Non,1,argent metal,cuir noir,2,2,4 m,,9 CV,EURO2,3,F,330
20 470 €,PEUGEOT 5008 II,Diesel,Manuelle,157 920 km,2020,63 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290275_STANDARD_0.jpg?version=1683896707,France,27/02/2020,Non requis,Oui,,bleu,,5,7,4,64 m,Grand coffre,7 CV,EURO6,2,B,330
16 740 €,TOYOTA YARIS III phase 3,Essence,Manuelle,75 764 km,2020,34 ‌,1.5,111,https://image-annonce.lacentrale.fr/480x369/W102662802_STANDARD_0.jpg?version=1683879876,Importé,13/11/2020,Non requis,Oui,,bleu metal,tissu noir,5,5,3,94 m,Grand coffre,6 CV,EURO6,1,B,330
18 680 €,KIA SOUL II,Électrique,Automatique,46 462 km,2017,63 ‌,27,110,https://image-annonce.lacentrale.fr/480x369/E112287949_STANDARD_0.jpg?version=1683886259,France,29/09/2017,Requis,Non,,ROUGE ET NOIR,,5,5,4,14 m,Petit coffre,1 CV,EURO6,0,,330
15 100 €,SEAT LEON III ST,Diesel,Manuelle,151 200 km,2016,85 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112290408_STANDARD_0.jpg?version=1683887875,France,28/05/2016,Requis,Non,3,noir,noir,5,5,4,54 m,Grand coffre,7 CV,EURO5,2,B,330
18 880 €,PEUGEOT 308 II SW phase 2,Diesel,Manuelle,65 205 km,2020,56 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290212_STANDARD_0.jpg?version=1683893438,France,03/09/2020,Non requis,Oui,,gris clair,,5,5,4,59 m,Grand coffre,6 CV,EURO6,2,A,330
42 580 €,HYUNDAI TUCSON IV,Hybrides,Automatique,17 292 km,2023,17 ‌,1.6,230,https://image-annonce.lacentrale.fr/480x369/E112289618_STANDARD_0.jpg?version=1683878546,France,28/01/2024,Non requis,Non,,gris foncé,noir,5,5,4,50 m,Moyen Coffre,10 CV,EURO6,1,C,330
34 700 €,FORD RANGER III phase 2,Diesel,Manuelle,43 154 km,2020,14 ‌,2.2,160,https://image-annonce.lacentrale.fr/480x369/W102662823_STANDARD_0.jpg?version=1683879787,France,05/04/2020,Non requis,Non,3,blanc metal,tissu noir,2,4,5,27 m,,7 CV,EURO6,2,E,330
37 450 €,TOYOTA COROLLA XII phase 2,Hybrides,Automatique,1 552 km,2023,83 ‌,2,184,https://image-annonce.lacentrale.fr/480x369/B102361876_STANDARD_0.jpg?version=1683879400,France,27/02/2023,Non requis,Oui,,rouge nacre,simili cuir noir,5,5,4,37 m,Moyen Coffre,8 CV,EURO6,1,B,330
20 320 €,PEUGEOT 208 II,Diesel,Manuelle,56 500 km,2020,85 ‌,1.5,100,https://image-annonce.lacentrale.fr/480x369/E112290409_STANDARD_0.jpg?version=1683886906,France,21/12/2020,Non requis,Oui,,jaune,noir,5,5,4,06 m,Moyen Coffre,5 CV,EURO6,2,A,330
16 640 €,CITROEN C3 III phase 2,Essence,Manuelle,16 577 km,2021,91 ‌,1.2,83,https://image-annonce.lacentrale.fr/480x369/E112290394_STANDARD_0.jpg?version=1683887176,France,19/07/2021,Non requis,Oui,,blanc,,5,5,4 m,Grand coffre,4 CV,EURO6,1,C,330
22 680 €,MAZDA CX-3 phase 2,Essence,Manuelle,41 362 km,2020,64 ‌,2,121,https://image-annonce.lacentrale.fr/480x369/W102658346_STANDARD_0.jpg?version=1683878998,France,07/01/2021,Non requis,Oui,,noir metal,cuir/tissu noir,5,5,4,28 m,Petit coffre,7 CV,EURO6,1,D,330
20 330 €,HYUNDAI TUCSON III,Diesel,Manuelle,83 850 km,2018,17 ‌,1.7,115,https://image-annonce.lacentrale.fr/480x369/E112289629_STANDARD_0.jpg?version=1683883165,France,02/11/2018,Requis,Non,,blanc,noir,5,5,4,48 m,Moyen Coffre,6 CV,EURO6,2,B,330
60 970 €,DS 9,Hybrides,Automatique,10 043 km,2023,38 ‌,1.6,225,https://image-annonce.lacentrale.fr/480x369/E112290088_STANDARD_0.jpg?version=1683896584,France,02/05/2023,Non requis,Non,2,gris clair,,4,5,4,93 m,Grand coffre,10 CV,EURO6,1,A,330
39 340 €,RENAULT ARKANA,Hybrides,Automatique,17 599 km,2022,64 ‌,1.6,145,https://image-annonce.lacentrale.fr/480x369/E112290818_STANDARD_0.jpg?version=1683901659,France,25/11/2022,Non requis,Oui,,blanc,,5,5,4,57 m,Moyen Coffre,5 CV,EURO6,1,B,331
12 820 €,VOLKSWAGEN POLO V phase 2,Essence,Manuelle,64 523 km,2017,36 ‌,1.2,90,https://image-annonce.lacentrale.fr/480x369/E112289605_STANDARD_0.jpg?version=1683898407,France,18/12/2017,Requis,Oui,,REFLET D'ARGENT METALLISE,Anthracite/Titanium Black/Black/ Pearl Gray,5,5,3,97 m,Grand coffre,5 CV,EURO6,1,B,331
33 480 €,VOLVO XC40,Diesel,Automatique,102 480 km,2019,02 ‌,2,190,https://image-annonce.lacentrale.fr/480x369/B102361776_STANDARD_0.jpg?version=1683877087,France,01/12/2019,Non requis,Non,3,argent metal,cuir noir,5,5,4,43 m,Moyen Coffre,10 CV,EURO6,2,C,331
31 270 €,SUZUKI JIMNY II UTILITAIRE,Essence,Manuelle,10 620 km,2023,69 ‌,1.5,102,https://image-annonce.lacentrale.fr/480x369/B102362097_STANDARD_0.jpg?version=1683894381,France,15/10/2023,Non requis,Non,1,noir metal,tissu noir,3,2,3,48 m,,8 CV,EURO6,1,E,331
44 720 €,MERCEDES CLK II CABRIOLET AMG,Essence,Automatique,129 800 km,2009,75 ‌,6.2,481,https://image-annonce.lacentrale.fr/480x369/W102662964_STANDARD_0.jpg?version=1683883546,Importé,08/10/2009,Requis,Non,,gris anthracite metal,cuir beige,2,4,4,65 m,Moyen Coffre,40 CV,EURO4,2,G,331
13 780 €,CITROEN C3 III,Essence,Manuelle,69 842 km,2018,36 ‌,1.2,82,https://image-annonce.lacentrale.fr/480x369/E112289597_STANDARD_0.jpg?version=1683896707,France,08/10/2018,Requis,Non,2,Rouge,Noir,5,5,4 m,Grand coffre,4 CV,EURO6,1,B,331
16 120 €,PEUGEOT 2008,Essence,Manuelle,36 875 km,2016,13 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/B102362104_STANDARD_0.jpg?version=1683894227,France,19/05/2016,Requis,Oui,,gris anthracite metal,cuir/alcantara gris,5,5,4,16 m,Petit coffre,5 CV,EURO6,1,B,331
10 690 €,PEUGEOT 2008 phase 2,Diesel,Manuelle,204 680 km,2018,19 ‌,1.6,100,https://image-annonce.lacentrale.fr/480x369/W102663175_STANDARD_0.jpg?version=1683894226,France,15/07/2018,Requis,Non,2,gris anthracite metal,tissu noir,5,5,4,16 m,Moyen Coffre,5 CV,EURO6,2,A,331
11 080 €,NISSAN MICRA IV phase 2,Essence,Manuelle,33 770 km,2015,45 ‌,1.2,80,https://image-annonce.lacentrale.fr/480x369/W102663125_STANDARD_0.jpg?version=1683887537,France,17/04/2015,Requis,Non,2,noir metal,tissu noir,5,5,3,83 m,Moyen Coffre,4 CV,EURO5,1,B,331
34 390 €,AUDI Q2,Diesel,Automatique,40 929 km,2021,36 ‌,1.6,116,https://image-annonce.lacentrale.fr/480x369/E112289596_STANDARD_0.jpg?version=1683883820,France,03/11/2021,Non requis,Oui,,ROUGE TANGO,NOIR GRIS / SURPIQURES GRIS ROCHE,5,5,4,19 m,Moyen Coffre,6 CV,EURO6,2,E,331
73 320 €,BMW X5 G05,Diesel,Automatique,71 017 km,2020,60 ‌,3,265,https://image-annonce.lacentrale.fr/480x369/E112286146_STANDARD_0.jpg?version=1683900196,France,19/07/2020,Non requis,Non,2,noir,,5,5,4,92 m,Moyen Coffre,16 CV,EURO6,2,D,331
9 490 €,CITROEN C3 II phase 2,Diesel,Manuelle,98 175 km,2015,83 ‌,1.4,68,https://image-annonce.lacentrale.fr/480x369/E112290415_STANDARD_0.jpg?version=1683887176,France,02/03/2015,Requis,Oui,,rouge,,5,5,3,94 m,Grand coffre,4 CV,EURO5,2,A,331
13 780 €,RENAULT LAGUNA III,Diesel,Manuelle,73 600 km,2010,18 ‌,2,178,https://image-annonce.lacentrale.fr/480x369/W102663045_STANDARD_0.jpg?version=1683894227,France,03/11/2010,Requis,Oui,,noir metal,alcantara gris/bleu,5,5,4,70 m,Moyen Coffre,10 CV,EURO4,3,E,331
16 110 €,OPEL MOKKA,Diesel,Manuelle,127 802 km,2018,23 ‌,1.6,136,https://image-annonce.lacentrale.fr/480x369/E112289614_STANDARD_0.jpg?version=1683895342,France,31/07/2018,Requis,Non,2,Gris,Noir,5,5,4,28 m,Petit coffre,7 CV,EURO6,2,B,331
203 380 €,LAND ROVER RANGE ROVER SPORT III,Hybrides,Automatique,395 km,2024,12 ‌,3,510,https://image-annonce.lacentrale.fr/480x369/W102663190_STANDARD_0.jpg?version=1683894374,France,28/07/2024,Non requis,Oui,,noir metal,cuir noir,5,5,4,95 m,Grand coffre,28 CV,EURO6,1,A,331
14 570 €,VOLKSWAGEN POLO V phase 2,Essence,Automatique,46 330 km,2017,94 ‌,1.2,90,https://image-annonce.lacentrale.fr/480x369/B102362050_STANDARD_0.jpg?version=1683894236,France,23/12/2017,Requis,Non,3,noir metal,tissu noir,5,5,3,97 m,Grand coffre,5 CV,EURO6,1,B,331
20 470 €,PEUGEOT 5008 II,Diesel,Manuelle,157 920 km,2020,63 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290275_STANDARD_0.jpg?version=1683896707,France,27/02/2020,Non requis,Oui,,bleu,,5,7,4,64 m,Grand coffre,7 CV,EURO6,2,B,332
35 640 €,TOYOTA PROACE CITY VERSO,Essence,Manuelle,2 305 km,2024,92 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/E112288550_STANDARD_0.jpg?version=1683881089,France,16/04/2024,Non requis,Non,,BLANC,,5,,4,40 m,Grand coffre,6 CV,,Euro 1 et avant,D,332
27 450 €,MINI COUNTRYMAN JCW phase 2,Essence,Manuelle,98 210 km,2017,85 ‌,1.6,218,https://image-annonce.lacentrale.fr/480x369/E112290397_STANDARD_0.jpg?version=1683887125,France,16/04/2017,Requis,Oui,,noir,noir,5,5,4,13 m,Petit coffre,13 CV,EURO6,1,E,332
30 210 €,CITROEN C4 (3E GENERATION),Essence,Automatique,11 km,2024,88 ‌,130,130,https://image-annonce.lacentrale.fr/480x369/E112290425_STANDARD_0.jpg?version=1683899178,Importé,30/12/2024,Non requis,Non,,gris,,5,,,,7 CV,,Euro 1 et avant,C,332
9 490 €,CITROEN C3 II phase 2,Diesel,Manuelle,98 175 km,2015,83 ‌,1.4,68,https://image-annonce.lacentrale.fr/480x369/E112290415_STANDARD_0.jpg?version=1683887176,France,02/03/2015,Requis,Oui,,rouge,,5,5,3,94 m,Grand coffre,4 CV,EURO5,2,A,332
15 100 €,SEAT LEON III ST,Diesel,Manuelle,151 200 km,2016,85 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112290408_STANDARD_0.jpg?version=1683887875,France,28/05/2016,Requis,Non,3,noir,noir,5,5,4,54 m,Grand coffre,7 CV,EURO5,2,B,332
11 080 €,NISSAN MICRA IV phase 2,Essence,Manuelle,33 770 km,2015,45 ‌,1.2,80,https://image-annonce.lacentrale.fr/480x369/W102663125_STANDARD_0.jpg?version=1683887537,France,17/04/2015,Requis,Non,2,noir metal,tissu noir,5,5,3,83 m,Moyen Coffre,4 CV,EURO5,1,B,332
18 880 €,PEUGEOT 308 II SW phase 2,Diesel,Manuelle,65 205 km,2020,56 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290212_STANDARD_0.jpg?version=1683893438,France,03/09/2020,Non requis,Oui,,gris clair,,5,5,4,59 m,Grand coffre,6 CV,EURO6,2,A,332
16 640 €,RENAULT CAPTUR phase 2,Diesel,Manuelle,116 620 km,2019,49 ‌,1.5,90,https://image-annonce.lacentrale.fr/480x369/E112290226_STANDARD_0.jpg?version=1683886744,France,27/05/2019,Non requis,Non,2,bleu,,5,5,4,12 m,Moyen Coffre,4 CV,EURO6,2,A,332
28 650 €,PEUGEOT EXPERT III FOURGON,Diesel,Manuelle,100 260 km,2020,79 ‌,2,122,https://image-annonce.lacentrale.fr/480x369/E112290311_STANDARD_0.jpg?version=1683896955,France,21/02/2020,Non requis,Oui,,blanc,,4,3,5,31 m,,7 CV,EURO6,2,D,332
14 570 €,VOLKSWAGEN POLO V phase 2,Essence,Automatique,46 330 km,2017,94 ‌,1.2,90,https://image-annonce.lacentrale.fr/480x369/B102362050_STANDARD_0.jpg?version=1683894236,France,23/12/2017,Requis,Non,3,noir metal,tissu noir,5,5,3,97 m,Grand coffre,5 CV,EURO6,1,B,332
16 780 €,NISSAN QASHQAI II,Diesel,Automatique,149 685 km,2017,66 ‌,1.6,130,https://image-annonce.lacentrale.fr/480x369/E112290366_STANDARD_0.jpg?version=1683889175,France,25/08/2017,Requis,Non,4,blanc,,5,5,4,38 m,Moyen Coffre,7 CV,EURO6,2,C,332
